episode_index,selection_order,episode_score,episode_pc_score,episode_ras_score,final_selection_score,diversity_score,diversity_distance,phase_coverage,mean_visual_delta,mean_action_delta,mean_gripper_delta,top_frame_indices,selected_reason
36,1,1.253870964050293,1.509521245956421,0.9414094090461732,1.0,1.0,1.0,5,0.0606402046978473,0.0090474700555205,0.004372280091047287,234 228 230 226 223,high PC-RAS score; strong coverage contribution; clear robot-action saliency
20,2,1.2218791246414185,1.4419467449188232,0.9529074430465698,0.8496925830841064,0.9263932108879088,0.1526913195848465,5,0.065098226070404,0.0092915939167141,0.004612247459590435,226 234 229 232 230,high PC-RAS score; strong coverage contribution; clear robot-action saliency
6,3,1.2218259572982788,1.4488506317138672,0.9443514943122864,0.7988011837005615,0.7815806269645691,0.1177269741892814,5,0.0591338239610195,0.009404900483787,0.004216662608087063,248 170 168 174 166,high PC-RAS score; strong coverage contribution; clear robot-action saliency
30,4,1.2399406433105469,1.521778225898743,0.8954723477363586,0.8295466899871826,0.6679366230964661,0.0745282471179962,5,0.0661768168210983,0.0100576998665928,0.004288894589990377,236 174 170 173 175,high PC-RAS score; clear robot-action saliency
18,5,1.2437105178833008,1.512519598007202,0.915165901184082,0.7980392575263977,0.5359833836555481,0.0598049275577068,5,0.0714149177074432,0.0084307929500937,0.0035419112537056208,242 245 248 240 238,high PC-RAS score; clear robot-action saliency
