method,selection_order,episode_index,final_score,saliency_score,diversity_score,raw_diversity_distance,source_episode_score
pc_ras_full,1,36,1.0,1.0,1.0,1.0,1.0
pc_ras_full,2,20,0.8496925830841064,0.8083922266960144,0.9263932108879089,0.1526913195848465,0.8083922266960144
pc_ras_full,3,6,0.7988020181655884,0.8080751895904541,0.7815806269645691,0.11772697418928146,0.8080751895904541
pc_ras_full,4,30,0.8295466899871826,0.9165675640106201,0.6679366230964661,0.07452824711799622,0.9165675640106201
pc_ras_full,5,18,0.7980392575263977,0.9391463398933411,0.5359833836555481,0.05980492755770683,0.9391463398933411
