method,selection_order,episode_index,final_score,saliency_score,diversity_score,raw_diversity_distance,source_episode_score
pc_ras_no_coverage,1,36,1.0,1.0,1.0,1.0,1.0
pc_ras_no_coverage,2,18,0.9391463398933411,0.9391463398933411,0.3722151219844818,0.0613497793674469,0.9391463398933411
pc_ras_no_coverage,3,30,0.9165675640106201,0.9165675640106201,0.4082505404949188,0.05980492755770683,0.9165675640106201
pc_ras_no_coverage,4,20,0.8083922266960144,0.8083922266960144,0.8472561240196228,0.12411518394947052,0.8083922266960144
pc_ras_no_coverage,5,6,0.8080751895904541,0.8080751895904541,0.6178886890411377,0.08620502054691315,0.8080751895904541
