seed,selected_episodes,train_frames,val_frames,test_frames,best_epoch,best_val_normalized_mse,val_normalized_mse,val_normalized_action_0_mse,val_normalized_action_1_mse,val_normalized_action_2_mse,val_normalized_action_3_mse,val_normalized_action_4_mse,val_normalized_action_5_mse,val_normalized_action_6_mse,test_normalized_mse,test_normalized_action_0_mse,test_normalized_action_1_mse,test_normalized_action_2_mse,test_normalized_action_3_mse,test_normalized_action_4_mse,test_normalized_action_5_mse,test_normalized_action_6_mse,val_original_mse,val_original_action_0_mse,val_original_action_1_mse,val_original_action_2_mse,val_original_action_3_mse,val_original_action_4_mse,val_original_action_5_mse,val_original_action_6_mse,test_original_mse,test_original_action_0_mse,test_original_action_1_mse,test_original_action_2_mse,test_original_action_3_mse,test_original_action_4_mse,test_original_action_5_mse,test_original_action_6_mse
0,2 16 24 26 32,2000,2000,2000,26,0.7028851807117462,0.7040352821350098,3.090341567993164,0.04441217705607414,0.055758845061063766,0.8895494937896729,0.2192590981721878,0.31776776909828186,0.3111579716205597,0.6510648131370544,2.7587907314300537,0.077278733253479,0.16950982809066772,0.599611759185791,0.11201617121696472,0.4839095175266266,0.3563367426395416,0.006368802394717932,0.0002712098939809948,0.004510556347668171,0.0017544211586937308,0.0019855464342981577,0.005435900297015905,0.0019245317671447992,0.028699452057480812,0.007619558833539486,0.00024211306299548596,0.00784853845834732,0.005333538167178631,0.0013383798068389297,0.0027771200984716415,0.0029307561926543713,0.0328664630651474
