method,selected_episodes,seed,train_frames,val_frames,test_frames,best_epoch,best_val_normalized_mse,val_normalized_mse,val_normalized_action_0_mse,val_normalized_action_1_mse,val_normalized_action_2_mse,val_normalized_action_3_mse,val_normalized_action_4_mse,val_normalized_action_5_mse,val_normalized_action_6_mse,test_normalized_mse,test_normalized_action_0_mse,test_normalized_action_1_mse,test_normalized_action_2_mse,test_normalized_action_3_mse,test_normalized_action_4_mse,test_normalized_action_5_mse,test_normalized_action_6_mse,val_original_mse,val_original_action_0_mse,val_original_action_1_mse,val_original_action_2_mse,val_original_action_3_mse,val_original_action_4_mse,val_original_action_5_mse,val_original_action_6_mse,test_original_mse,test_original_action_0_mse,test_original_action_1_mse,test_original_action_2_mse,test_original_action_3_mse,test_original_action_4_mse,test_original_action_5_mse,test_original_action_6_mse
full_candidate_train,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39,1,16000,2000,2000,56,0.20771722495555878,0.20630133152008057,0.3930668234825134,0.014740039594471455,0.02818887308239937,0.55977463722229,0.12755702435970306,0.19162467122077942,0.12915727496147156,0.1942206770181656,0.5240362286567688,0.022997291758656502,0.03650415316224098,0.3911626935005188,0.07281077653169632,0.17881479859352112,0.13321873545646667,0.0028133068699389696,6.718792428728193e-05,0.0012961177853867412,0.0007904548547230661,0.0010858188616111875,0.00291805830784142,0.0015018382109701633,0.012033671140670776,0.0027676161844283342,8.957493992056698e-05,0.002022192580625415,0.00102363177575171,0.0007587536238133907,0.0016656559891998768,0.0014014418702572584,0.012412062846124172
