method,budget_percent,budget_episodes,coreset_file,seed,selected_episodes,train_frames,val_frames,test_frames,best_epoch,best_val_normalized_mse,val_normalized_mse,val_normalized_action_0_mse,val_normalized_action_1_mse,val_normalized_action_2_mse,val_normalized_action_3_mse,val_normalized_action_4_mse,val_normalized_action_5_mse,val_normalized_action_6_mse,test_normalized_mse,test_normalized_action_0_mse,test_normalized_action_1_mse,test_normalized_action_2_mse,test_normalized_action_3_mse,test_normalized_action_4_mse,test_normalized_action_5_mse,test_normalized_action_6_mse,val_original_mse,val_original_action_0_mse,val_original_action_1_mse,val_original_action_2_mse,val_original_action_3_mse,val_original_action_4_mse,val_original_action_5_mse,val_original_action_6_mse,test_original_mse,test_original_action_0_mse,test_original_action_1_mse,test_original_action_2_mse,test_original_action_3_mse,test_original_action_4_mse,test_original_action_5_mse,test_original_action_6_mse
PC-RAS,20,8,data/coresets/budget_pc_ras_20pct_top8.json,4,36 20 6 30 18 21 2 25,3200,2000,2000,24,0.3080824315547943,0.30598878860473633,0.7667222619056702,0.02224782668054104,0.040145792067050934,0.586674153804779,0.14093436300754547,0.2892370820045471,0.2959598898887634,0.29827409982681274,0.7551623582839966,0.06374681740999222,0.07929830253124237,0.544790506362915,0.10774002224206924,0.26242318749427795,0.2747575044631958,0.005121641792356968,8.732751302886754e-05,0.0019686450250446796,0.0010794439585879445,0.0013215257786214352,0.003793541109189391,0.002178383059799671,0.025422625243663788,0.005366283003240824,8.601094305049628e-05,0.005640770774334669,0.0021321827080100775,0.001227178960107267,0.002900045830756426,0.001976431580260396,0.023601360619068146
