method,coreset_file,seed,selected_episodes,train_frames,val_frames,test_frames,best_epoch,best_val_normalized_mse,val_normalized_mse,val_normalized_action_0_mse,val_normalized_action_1_mse,val_normalized_action_2_mse,val_normalized_action_3_mse,val_normalized_action_4_mse,val_normalized_action_5_mse,val_normalized_action_6_mse,test_normalized_mse,test_normalized_action_0_mse,test_normalized_action_1_mse,test_normalized_action_2_mse,test_normalized_action_3_mse,test_normalized_action_4_mse,test_normalized_action_5_mse,test_normalized_action_6_mse,val_original_mse,val_original_action_0_mse,val_original_action_1_mse,val_original_action_2_mse,val_original_action_3_mse,val_original_action_4_mse,val_original_action_5_mse,val_original_action_6_mse,test_original_mse,test_original_action_0_mse,test_original_action_1_mse,test_original_action_2_mse,test_original_action_3_mse,test_original_action_4_mse,test_original_action_5_mse,test_original_action_6_mse
resnet18_pc_ras,data/coresets/pc_ras_episode_top5.json,0,36 20 6 30 18,2000,2000,2000,68,0.26355674117803574,0.26205411553382874,0.8711592555046082,0.028418349102139473,0.03405551612377167,0.33041808009147644,0.14143967628479004,0.2220747321844101,0.20681309700012207,0.3653271496295929,0.9363840222358704,0.03804388269782066,0.06409478932619095,0.6206153035163879,0.11350858211517334,0.4963434040546417,0.2882999777793884,0.003876469563692808,9.588772081770003e-05,0.002424294129014015,0.0008560752030462027,0.0009551426628604531,0.0032901086378842592,0.0016147956484928727,0.017898982390761375,0.005422084126621485,0.00010306656622560695,0.003245415398851037,0.0016111916629597545,0.0017940151738002896,0.002640387276187539,0.0036091157235205173,0.024951396510004997
