method,budget_percent,budget_episodes,coreset_file,seed,selected_episodes,train_frames,val_frames,test_frames,best_epoch,best_val_normalized_mse,val_normalized_mse,val_normalized_action_0_mse,val_normalized_action_1_mse,val_normalized_action_2_mse,val_normalized_action_3_mse,val_normalized_action_4_mse,val_normalized_action_5_mse,val_normalized_action_6_mse,test_normalized_mse,test_normalized_action_0_mse,test_normalized_action_1_mse,test_normalized_action_2_mse,test_normalized_action_3_mse,test_normalized_action_4_mse,test_normalized_action_5_mse,test_normalized_action_6_mse,val_original_mse,val_original_action_0_mse,val_original_action_1_mse,val_original_action_2_mse,val_original_action_3_mse,val_original_action_4_mse,val_original_action_5_mse,val_original_action_6_mse,test_original_mse,test_original_action_0_mse,test_original_action_1_mse,test_original_action_2_mse,test_original_action_3_mse,test_original_action_4_mse,test_original_action_5_mse,test_original_action_6_mse
Random,20,8,data/coresets/budget_random_20pct_seed0.json,0,2 16 19 24 25 26 31 32,3200,2000,2000,14,0.4320770353078842,0.43290314078330994,1.4024438858032227,0.06686634570360184,0.04265821352601051,0.673740804195404,0.24787981808185577,0.2847787141799927,0.31195443868637085,0.4469609260559082,1.0476462841033936,0.1361483484506607,0.15103232860565186,0.6988317370414734,0.17377470433712006,0.5453901886940002,0.37590283155441284,0.0063468338921666145,0.00013658899115398526,0.006294570863246918,0.0011942451819777489,0.0017375464085489511,0.0067352792248129845,0.0019511226564645767,0.026378484442830086,0.008456193841993809,0.00010203370766248554,0.012816520407795906,0.004228249192237854,0.0018022548174485564,0.004721737466752529,0.0037366668693721294,0.03178589046001434
Random,20,8,data/coresets/budget_random_20pct_seed1.json,1,4 7 8 16 28 30 31 36,3200,2000,2000,16,0.35115502774715424,0.3509165346622467,0.999817430973053,0.03865618258714676,0.058254607021808624,0.6378595232963562,0.19806501269340515,0.23832756280899048,0.2854353189468384,0.37054643034935,0.8979979753494263,0.04513908177614212,0.09421143680810928,0.579106867313385,0.09277123212814331,0.4374997913837433,0.44709864258766174,0.005288545973598957,0.00011424363765399903,0.003263211576268077,0.0015043684979900718,0.0013671193737536669,0.00430153775960207,0.0017433277098461986,0.024726014584302902,0.0073617687448859215,0.00010260925773764029,0.0038104720879346132,0.002432915847748518,0.0012411954812705517,0.0020147832110524178,0.0032002360094338655,0.03873016685247421
Random,20,8,data/coresets/budget_random_20pct_seed2.json,2,3 5 10 13 16 19 23 38,3200,2000,2000,32,0.3238208293914795,0.3234233856201172,0.7261744737625122,0.026670541614294052,0.047110553830862045,0.8852660059928894,0.16717350482940674,0.23325859010219574,0.17831023037433624,0.33348068594932556,0.8634121417999268,0.04440904036164284,0.07754413038492203,0.714716911315918,0.11384972184896469,0.25864386558532715,0.26178884506225586,0.0038304398767650127,8.033848280319944e-05,0.0022337420377880335,0.0012289141304790974,0.0015091138193383813,0.0031702208798378706,0.002138983691111207,0.016451764851808548,0.00510582746937871,9.552152187097818e-05,0.0037194055039435625,0.0020227956119924784,0.0012183808721601963,0.0021590115502476692,0.0023717638105154037,0.02415391616523266
Random,20,8,data/coresets/budget_random_20pct_seed3.json,3,0 4 8 15 23 30 34 37,3200,2000,2000,22,0.30686933547258377,0.30509668588638306,0.6784654855728149,0.04068867862224579,0.034948334097862244,0.743067741394043,0.17684803903102875,0.250791996717453,0.21086660027503967,0.3303011953830719,0.8771219253540039,0.03880453109741211,0.08961492776870728,0.5932557582855225,0.09495043754577637,0.3288005590438843,0.28956010937690735,0.004826061427593231,7.028321851976216e-05,0.0034375390969216824,0.0010404735803604126,0.0014435669872909784,0.0034635518677532673,0.0021627487149089575,0.022164268419146538,0.00604579271748662,9.086231875699013e-05,0.003278365358710289,0.0026679993607103825,0.0011525244917720556,0.0018595948349684477,0.0028354681562632322,0.03043573535978794
Random,20,8,data/coresets/budget_random_20pct_seed4.json,4,4 5 6 9 15 19 25 30,3200,2000,2000,16,0.5207305550575256,0.5205235481262207,1.3539127111434937,0.04696211218833923,0.07192379236221313,1.4385392665863037,0.2338036596775055,0.2680455446243286,0.23047788441181183,0.405651718378067,1.1924880743026733,0.038506701588630676,0.09069768339395523,0.7825100421905518,0.19593507051467896,0.24392354488372803,0.2955007255077362,0.005329142790287733,0.00010865276271943003,0.0038163659628480673,0.0018077755812555552,0.0020559709519147873,0.005149125121533871,0.0023778437171131372,0.021988265216350555,0.005899075418710709,9.569808025844395e-05,0.003129236400127411,0.002279647858813405,0.0011183704482391477,0.00431513087823987,0.002163857454434037,0.028191586956381798
PC-RAS,20,8,data/coresets/budget_pc_ras_20pct_top8.json,0,36 20 6 30 18 21 2 25,3200,2000,2000,76,0.2992555648088455,0.2975054681301117,0.8468814492225647,0.030828412622213364,0.034822896122932434,0.5395100116729736,0.16110661625862122,0.25997689366340637,0.20941215753555298,0.2986460328102112,0.8393056392669678,0.0675678551197052,0.07332741469144821,0.5281044840812683,0.12453474849462509,0.26113754510879517,0.1965445578098297,0.004179830197244883,9.645747195463628e-05,0.002727912738919258,0.0009363226126879454,0.0012152836425229907,0.004336519166827202,0.001958011882379651,0.017988303676247597,0.004491080064326525,9.559457976138219e-05,0.005978885106742382,0.0019716357346624136,0.001189592992886901,0.0033521046862006187,0.0019667516462504864,0.016882993280887604
PC-RAS,20,8,data/coresets/budget_pc_ras_20pct_top8.json,1,36 20 6 30 18 21 2 25,3200,2000,2000,138,0.2817205712199211,0.280040979385376,0.8138965964317322,0.021059973165392876,0.03192751109600067,0.4941420257091522,0.15057335793972015,0.24959281086921692,0.19909454882144928,0.2923324704170227,0.7979086637496948,0.05144249647855759,0.06551310420036316,0.578434944152832,0.10392875969409943,0.2664209306240082,0.1826782375574112,0.0038517985958606005,9.270077134715393e-05,0.0018635343294590712,0.0008584714378230274,0.001113091129809618,0.00405298825353384,0.001879802206531167,0.01710200123488903,0.004029036499559879,9.087975922739133e-05,0.004551988560706377,0.001761521678417921,0.001302966265939176,0.0027974615804851055,0.0020065458957105875,0.01569189317524433
PC-RAS,20,8,data/coresets/budget_pc_ras_20pct_top8.json,2,36 20 6 30 18 21 2 25,3200,2000,2000,87,0.29064058512449265,0.28890469670295715,0.8224550485610962,0.02529866062104702,0.02991642616689205,0.5108844041824341,0.15179671347141266,0.26869866251945496,0.21328292787075043,0.2980422079563141,0.822665274143219,0.056231677532196045,0.09016744047403336,0.5557688474655151,0.10732723772525787,0.26987385749816895,0.18426112830638885,0.004102555103600025,9.36753349378705e-05,0.0022386054042726755,0.0008043966954573989,0.0011508048046380281,0.004085925407707691,0.0020236980635672808,0.018320780247449875,0.004213589709252119,9.369930194225162e-05,0.004975771065801382,0.00242443336173892,0.0012519118608906865,0.002888938644900918,0.0020325493533164263,0.015827825292944908
PC-RAS,20,8,data/coresets/budget_pc_ras_20pct_top8.json,3,36 20 6 30 18 21 2 25,3200,2000,2000,77,0.2975054830312729,0.2957219183444977,0.8312970995903015,0.023749902844429016,0.03384785354137421,0.5403712391853333,0.147001713514328,0.2851535975933075,0.20863184332847595,0.30616146326065063,0.8051116466522217,0.0684504359960556,0.10300666838884354,0.564640462398529,0.10719697922468185,0.2684302031993866,0.2262938916683197,0.004049904644489288,9.468254575040191e-05,0.002101553836837411,0.000910105649381876,0.001217224751599133,0.003956864587962627,0.002147628925740719,0.017921272665262222,0.004933682736009359,9.170012344839051e-05,0.00605698162689805,0.0027696508914232254,0.001271891756914556,0.0028854277916252613,0.002021676627919078,0.019438451156020164
PC-RAS,20,8,data/coresets/budget_pc_ras_20pct_top8.json,4,36 20 6 30 18 21 2 25,3200,2000,2000,24,0.3080824315547943,0.30598878860473633,0.7667222619056702,0.02224782668054104,0.040145792067050934,0.586674153804779,0.14093436300754547,0.2892370820045471,0.2959598898887634,0.29827409982681274,0.7551623582839966,0.06374681740999222,0.07929830253124237,0.544790506362915,0.10774002224206924,0.26242318749427795,0.2747575044631958,0.005121641792356968,8.732751302886754e-05,0.0019686450250446796,0.0010794439585879445,0.0013215257786214352,0.003793541109189391,0.002178383059799671,0.025422625243663788,0.005366283003240824,8.601094305049628e-05,0.005640770774334669,0.0021321827080100775,0.001227178960107267,0.002900045830756426,0.001976431580260396,0.023601360619068146
