method,coreset_file,seed,selected_episodes,train_frames,val_frames,test_frames,best_epoch,best_val_normalized_mse,val_normalized_mse,val_normalized_action_0_mse,val_normalized_action_1_mse,val_normalized_action_2_mse,val_normalized_action_3_mse,val_normalized_action_4_mse,val_normalized_action_5_mse,val_normalized_action_6_mse,test_normalized_mse,test_normalized_action_0_mse,test_normalized_action_1_mse,test_normalized_action_2_mse,test_normalized_action_3_mse,test_normalized_action_4_mse,test_normalized_action_5_mse,test_normalized_action_6_mse,val_original_mse,val_original_action_0_mse,val_original_action_1_mse,val_original_action_2_mse,val_original_action_3_mse,val_original_action_4_mse,val_original_action_5_mse,val_original_action_6_mse,test_original_mse,test_original_action_0_mse,test_original_action_1_mse,test_original_action_2_mse,test_original_action_3_mse,test_original_action_4_mse,test_original_action_5_mse,test_original_action_6_mse
resnet18_random10,data/coresets/resnet18_random_episode_seed0.json,0,2 16 24 26 32,2000,2000,2000,36,0.6570539474487305,0.6551215052604675,2.3308916091918945,0.05461610108613968,0.04593731835484505,1.0965903997421265,0.17835508286952972,0.46412554383277893,0.4153345823287964,0.6203750967979431,2.434638500213623,0.06202986463904381,0.1305166631937027,0.8664681315422058,0.07064291834831238,0.44787096977233887,0.33045876026153564,0.007883627898991108,0.00020456017227843404,0.005546882748603821,0.0014453919138759375,0.002447677543386817,0.0044218022376298904,0.002810932695865631,0.038308147341012955,0.006785391829907894,0.0002136651601176709,0.006299838423728943,0.004106638487428427,0.0019340263679623604,0.0017513897037133574,0.0027124909684062004,0.030479691922664642
